id,venue_name,venue_type,main_bus,venue_add_one,venue_add_two,venue_pcode,venue_web,venue_phone,venue_email,venue_fb,venue_tw,org_own,mger,mger_email,mger_phone,online_contact_form,follow_up,venue_city,venue_country,notes,std_sign_off,res_sign_off,s_kick_id,latitude,longitude,constituency,wday_opening,wday_closing,wkd_opening,wkd_closing,show_opening,show_closing,variations,promoters,venue_capacity,outdoor_space,type_outdoor_space,Instagram ,PRS Type,PRS Venue cat,Omic,gigmainbiz,MD_pad,NPO,FAC,AIE,MVT,Year Venue Opened ,Year Venue Closed ,LAP_areas ,skdl_id,skdl_description,skdl_imageurl,skdl_latitude,skdl_longitude,skdl_type
,Rock N Rolla,,,Baker House,,L26PS,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113782,,,53.4060303,-2.9863456,Nightclub
,The Tube 80s Bar,,,5A Mathew Street,,L26RE,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107378,,,53.4060547,-2.9863692,Nightclub
,Model 101,,,"Cavern Walks, 4 Button Street, ",,L26PS,,01512366186,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41940,,https://dhzjvxyl79yzn.cloudfront.net/0/41940_1_model-101_th.jpg,53.4060762,-2.9863472,Gallery
,Zavvi Liverpool One,,,43 Paradise Street,,L13EU,,01517091787,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10934,,,53.404511,-2.985555,live
,Liverpool ONE,,,5 Wall Street,,L18JQ,,01514715049,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13322,,,53.404805,-2.986171,Outdoors
,Paradise Street,,,Paradise Street,,L13BL,,08719632421,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17604,,,53.4048869,-2.9855826,Outdoors
,Waterstones Liverpool One,,,12 College Lane,,L13DL,,01517099820,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17950,,https://dhzjvxyl79yzn.cloudfront.net/0/17950_th.jpg,53.404451,-2.985031,Gallery
,Noctura ,,,"56 Stanley Street, Liverpool ",,L16DS,,,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84648,,https://dhzjvxyl79yzn.cloudfront.net/8/84648_0_noctura-_th.jpg,53.4059003,-2.9858768,Nightclub
,Hopskotch Street Kitchen And Bar,,,Matthew Street,,L16au,,01519090098,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45028,,,53.4062144,-2.9859442,bar
,Club Sanctum Signature Living Hotel,,,56-58 Stanley Street,,L16AU,,01512360166,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55131,,https://dhzjvxyl79yzn.cloudfront.net/1/55131_1_club-sanctum-signature-living-hotel_th.jpg,53.4062144,-2.9859442,Nightclub
,Bar Signature ,,,56-58 Stanley Street,,L16AU,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61243,,,53.4062144,-2.9859442,bar
,Bar Signature Stanley Street ,,,56-58 Stanley Street,,L16AU,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67704,,https://dhzjvxyl79yzn.cloudfront.net/4/67704_1_bar-signature-stanley-street-_th.jpg,53.4062144,-2.9859442,Nightclub
,Noctua VIP Lounge,,,56-58 Stanley Street,,L16AU,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86864,,https://dhzjvxyl79yzn.cloudfront.net/4/86864_0_noctua-vip-lounge_th.jpg,53.4062144,-2.9859442,Nightclub
,Manoeuvres Bar,,,1 Mathew Street,,L26RE,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117222,,,53.4062222,-2.9859391,Nightclub
,Dawsons Music Liverpool,,,14-16 Williamson Street,,L11EB,,01517091455,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38268,,https://dhzjvxyl79yzn.cloudfront.net/8/38268_1_dawsons-music-liverpool_th.jpg,53.4060514,-2.9844153,live
,The Performance Room,,,35 Sefton Street,,L85SL,,01517066900,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4116,,,53.392387,-2.981876,live
,Grosvenor Casino Leo Liverpool.      ,,,44 Chaloner Street,,L34DE,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73325,,,53.3941399,-2.9840409,bar
,Cain's Brewery Village Stanhope St Liverpool L8 5XJ,,,"Craft Minded Cain&#39;s Brewery Village, Stanhope St, Liverpool ",,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91774,,,53.392799,-2.98157,Nightclub
,Craft Minded Cain's Brewery Village Stanhope St Live,,,"Cain&#39;s Brewery Village, Stanhope St, ",,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91776,,,53.392799,-2.98157,Nightclub
,Hippie Chic ,,,"Stanhope Street, Brewery Village Liverpool",,L85RF,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92028,,,53.392747,-2.981501,Other
,Mad Hatter Brewing Company,,,"Palmer Hill Building, 15 Caryl Street",,L85AA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58000,,https://dhzjvxyl79yzn.cloudfront.net/0/58000_1_mad-hatter-brewing-company_th.jpg,53.393349,-2.980965,Other
,Gibberish Brewpub,,,15 Caryl Street,,L85AA,,07961578060,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92237,,https://dhzjvxyl79yzn.cloudfront.net/7/92237_1_gibberish-brewpub_th.jpg,53.393224,-2.980911,bar
,Blade Factory At Camp And Furnace,,,67 Greenland Street,,L10BY,,07713115356,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26670,,,53.3941825,-2.9810493,Nightclub
,Space By Liquid 67 Greenland Street Liverpool L1 0BY,,,67 Greenland Street,,L10BY,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112613,,,53.3941996,-2.9810493,Other
,Camp And Furnace,,,67 Greenland Street ,,L10BY,,01517082890,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30720,,https://dhzjvxyl79yzn.cloudfront.net/0/30720_4_camp-and-furnace_th.jpg,53.39449,-2.980491,bar
,Camp And Furnac,,,Kerson Works,,L10BY,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112138,,,53.3944929,-2.9804904,Nightclub
,Cains Brewery Village,,,7 Eberle Street,,L22AG,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116301,,,53.39128027,-2.98023338,Nightclub
,Punch Tarmey's Liverpool Irish Bar,,,31 Grafton Street ,,L85SD,,01513150575,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102040,,,53.391497,-2.9788882,bar
,Royal Standard Gallery,,,"Northern Lights, Cains Brewery Village, Grafton Street",,L85SD,,07938748273,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88291,,,53.3915996,-2.9781478,Gallery
,Christmas Spiegeltent Liverpool,,,5 Mann Street,,L85AF,,01513740065,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99446,,https://dhzjvxyl79yzn.cloudfront.net/6/99446_0_christmas-spiegeltent-liverpool_th.jpg,53.3922016,-2.97772,live
,The Gallery Liverpool,,,41 Stanhope Street,,L85RE,,01517092442,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15689,,,53.393047,-2.979934,Gallery
,Space Liverpool,,,41 Stanhope Street,,L85RE,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117558,,,53.3931773,-2.979926,Nightclub
,ArCains,,,83-87 Grafton Street,,L85SD,,01514599088,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105631,,https://dhzjvxyl79yzn.cloudfront.net/1/105631_0_arcains_th.jpg,53.3932816,-2.9789981,Other
,The Brewery Tap,,,35 Grafton Street,,L85SD,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105632,,https://dhzjvxyl79yzn.cloudfront.net/2/105632_0_the-brewery-tap_th.jpg,53.3932816,-2.9789981,bar
,The Old Cains Brewery,,,Upper Parliament Street,,L85SD,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57115,,https://dhzjvxyl79yzn.cloudfront.net/5/57115_1_the-old-cains-brewery_th.jpg,53.393954,-2.979371,Nightclub
,The Home Alone Themed Christmas Bar,,,"Robert Cain Brewery, Stanhope Street",,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82666,,,53.393988,-2.979477,live
,Golf Fang Liverpool,,,Robert Cain Brewery,,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116595,,,53.3939496,-2.9792229,bar
,Birdies Live,,,"Cain&#39;s Brewery Village, Stanhope Street",,L85XJ,,07442094748,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86377,,https://dhzjvxyl79yzn.cloudfront.net/7/86377_2_birdies-live_th.jpg,53.393971,-2.979137,bar
,Birdies Bar And BBQ,,," 29-31, Parliament Street ",,L85RN,,01517085231,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101914,,https://dhzjvxyl79yzn.cloudfront.net/4/101914_0_birdies-bar-and-bbq_th.jpg,53.394017,-2.979111,live
,Elevator Bar And Cafe,,,25 Parliament St,,L85RN,,01517071137,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28670,,,53.394292,-2.979255,bar
,Arts Bar Baltic,,,27 Parliament Street,,L85RN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115872,,,53.3943125,-2.9792718,bar
,Liverpool Arts Bar Baltic,,,27 Parliament Street,,L85RN,,07789784202,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116792,,,53.3943125,-2.9792718,live
,Elevator Studios,,,25 Parliament Street,,L85RN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103326,,,53.394347,-2.979269,Other
,Ioisis Stud,,,5th Floor | 27 Parliament Street (Entrance through Elevator Bar and Cafe),,L85RN,,07920400206,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36122,,,53.3944585,-2.9791909,Theatre
,The Baltic Social,,,25-29 Parliament Street,,L85RN,,01517071137,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51832,,,53.3944585,-2.9791909,bar
,Hinterlands,,,7 Mann Street,,L85AF,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85616,,https://dhzjvxyl79yzn.cloudfront.net/6/85616_0_hinterlands_th.jpg,53.392614,-2.977826,Nightclub
,Blackburne House,,,Blackburne Place,,L87PE,,01517094356,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14891,,,53.3927016,-2.9779818,Outdoors
,Red Brick Vintage,,,"The Courtyard, Cains Brewery Village, Stanhope Street",,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84559,,https://dhzjvxyl79yzn.cloudfront.net/9/84559_0_red-brick-vintage_th.jpg,53.39331,-2.978104,live
,It's A Secret,,,"Robert Cain Brewery, Stanhope Street",,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17612,,https://dhzjvxyl79yzn.cloudfront.net/2/17612_th.jpg,53.393507,-2.978451,Outdoors
,Craft Minded ,,,"Cain&#39;s Brewery Village, Stanhope St, ",,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91775,,,53.3935385,-2.9782803,Nightclub
,Downton At Peaky Blinders Food Court,,," Robert Cain Brewery, Stanhope Street Liverpool, L8 5XJ",,L85XJ,,01512944440,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97557,,,53.3935385,-2.9782803,live
,Black Pearl ,,," Robert Cain Brewery, Stanhope Street Liverpool, L8 5XJ",,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101940,,,53.3935385,-2.9782803,bar
,Mr Simon Melhuish,,,"Cains Brewery,",,L85Xj,,07788481957,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116086,,,53.3933805,-2.9781097,Nightclub
,Dockleaf,,,"Cains Brewery Village, Stanhope Street Liverpool, L8 5XJ",,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90741,,https://dhzjvxyl79yzn.cloudfront.net/1/90741_1_dockleaf_th.jpg,53.3934307,-2.9778478,bar
,The Bus Yard,,,43 Beaufort Street,,L85SP,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105657,,,53.3927333,-2.97679,Nightclub
,BUSYARD ,,,43 Beaufort Street,,L85SP,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110979,,,53.3927333,-2.97679,Outdoors
,Yellow Submarine Bar,,,70 Stanhope Street,,L85RF,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112496,,,53.393347,-2.977033,Nightclub
,Baltic Market,,,"Cains Brewery, Stanhope Street",,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79198,,https://dhzjvxyl79yzn.cloudfront.net/8/79198_1_baltic-market_th.jpg,53.3936045,-2.9781036,bar
,Content,,,Stanhope Street,,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105308,,,53.3936215,-2.9781036,live
,Lu Ban Bar And Restaurant,,," Robert Cain Brewery, Stanhope Street Liverpool, L8 5XJ",,L85XJ,,01513158888,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105576,,https://dhzjvxyl79yzn.cloudfront.net/6/105576_0_lu-ban-bar-and-restaurant_th.jpg,53.3936215,-2.9781036,Restaurant
,Baltic Beer Garden,,,Stanhope St,,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106682,,https://dhzjvxyl79yzn.cloudfront.net/2/106682_0_baltic-beer-garden_th.jpg,53.3936215,-2.9781036,bar
,The Bus Yard Cains Brewery ,,," Stanhope Street Liverpool, L8",,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109492,,,53.3936215,-2.9781036,Outdoors
,Dockleaf Bar ,,,"Cains Brewery Village, Stanhope Street",,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109970,,,53.3936215,-2.9781036,bar
,Luban ,,,Stanhope Street,,L85XJ,,01513158888,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112543,,,53.3936215,-2.9781036,Restaurant
,Bedouin,,,"8 Stanhope Street, Liverpool L8 5XJ",,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83196,,https://dhzjvxyl79yzn.cloudfront.net/6/83196_0_bedouin_th.jpg,53.393908,-2.978034,bar
,Peaky Blinders Bar Liverpool,,,"Cain&#39;s Brewery Village, Stanhope Street",,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91417,,https://dhzjvxyl79yzn.cloudfront.net/7/91417_0_peaky-blinders-bar-liverpool_th.jpg,53.3942554,-2.9781019,bar
,Best Before,,,Newhall Street,,L10BS,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92301,,,53.39451,-2.978191,Nightclub
,"Content, Liverpool",,,"Cains Brewery,",,L85XJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116087,,,53.3935875,-2.9770984,Nightclub
,Leo's Casino,,,44 Chaloner St,,L34BF,,01517098878,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28960,,,53.3948386,-2.9843428,bar
,Leo Casino ,,,"44 Chaloner Street,Queens Dock,Liverpool",,L34BF,,01517098878,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42364,,https://dhzjvxyl79yzn.cloudfront.net/4/42364_1_leo-casino-_th.jpg,53.3948386,-2.9843428,live
,Grosvenor Casino Leo Liverpool,,,44 Chalenor Street,,L34BF,,01517098878,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52566,,https://dhzjvxyl79yzn.cloudfront.net/6/52566_2_grosvenor-g-leo-casino-liverpool_th.jpg,53.3948386,-2.9843428,Other
,Grosvenor Casino Leo,,,44 Chaloner Street,,L34BF,,1517098878,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70227,,,53.3948386,-2.9843428,Other
,Fruit And Fibres Canteen,,,67 Norfolk Street,,L10BG,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70001,,,53.3954019,-2.9825211,Other
,Tap And Still,,,62-64 Bridgewater Street,,L10AY,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90167,,https://dhzjvxyl79yzn.cloudfront.net/7/90167_0_tap-and-still_th.jpg,53.3964,-2.9828,bar
,"District Liverpool,",,,61 Jordan Street,,L10BW,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111383,,,53.3951774,-2.9812047,Nightclub
,District ,,,61 Jordan Street,,L10BW,,07817302677,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75627,,https://dhzjvxyl79yzn.cloudfront.net/7/75627_3_district-_th.jpg,53.395134,-2.981165,Nightclub
,L1 0BW,,,Liverpool,,L10BW,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61154,,https://dhzjvxyl79yzn.cloudfront.net/4/61154_1_l1-0bw_th.jpg,53.3952112,-2.9805767,Nightclub
,Chapters Of Us,,,44 Simpson Street,,L10AX,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107019,,,53.3959885,-2.9821281,Other
,44 Brick Street L1 0BN,,,44 Brick Street,,L10BN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103546,,,53.3957425,-2.9813211,Nightclub
,The Shed Baltic Creative,,,49 Jamaica Street,,L10AH,,01517082840,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95842,,https://dhzjvxyl79yzn.cloudfront.net/2/95842_0_the-shed-baltic-creative_th.jpg,53.3959315,-2.9805116,Other
,Baltic Creative C I C,,,49 Jamaica Street,,L10AH,,01517082840,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98800,,,53.3959315,-2.9805116,Other
,Undisclosed Warehouse,,,Baltic Triangle ,,L10AF,,07766661202,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47554,,,53.396206,-2.980991,Nightclub
,MODULAR Venue TBA ,,,Liverpool,,L10BE,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56843,,https://dhzjvxyl79yzn.cloudfront.net/3/56843_1_modular-venue-tba-_th.jpg,53.3964412,-2.9807553,Nightclub
,Blundell Street,,,63-65 Blundell street,,L10AJ,,01517095779,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14429,,,53.39669,-2.98404,bar
,Blundell Supper Club,,,63 Blundell Street,,L10AJ,,07971239421,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106651,,https://dhzjvxyl79yzn.cloudfront.net/1/106651_1_blundell-supper-club_th.jpg,53.3967188,-2.9840457,bar
,BLUNDELL STREET SUPPER CLUB,,," 63 Blundell Street Liverpool, L1 0AJ",,L10AJ,,07971239421,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112423,,https://dhzjvxyl79yzn.cloudfront.net/3/112423_1_blundell-street-supper-club_th.jpg,53.3967188,-2.9840457,bar
,Blundells,,,63 Blundell Street,,L10AJ,,07971239421,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112438,,https://dhzjvxyl79yzn.cloudfront.net/8/112438_1_blundells_th.jpg,53.396735,-2.984041,bar
,57 Blundell Street Liverpool,,,57 Blundell Street,,L10AJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78833,,,53.396717,-2.983774,Nightclub
,Black Lodge,,,4 KITCHEN STREET  BALTIC TRIANGLE  LIVERPOOL  L1 0AN,,L10AN,,,,,,,,,,,,Merseyside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68806,,https://dhzjvxyl79yzn.cloudfront.net/6/68806_0_black-lodge_th.jpg,53.396714,-2.9836492,Nightclub
,Baltic Backyard ,,,57 Blundell Street,,L10AJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104842,,,53.3967221,-2.9836489,Outdoors
,Baltic Yard,,,57 Blundell Street,,L10AJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104843,,,53.3967221,-2.9836489,Outdoors
,The Baltic Backyard ,,,57 Blundell Street,,L10AJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105671,,,53.3967221,-2.9836489,Nightclub
,The Supper Club At Blundell Street ,,,"63 Blundell St, Liverpool L1 0AJ",,L10AJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104026,,,53.3969462,-2.9838385,Nightclub
,Lantern Theatre,,,57 Blundell Street,,L10AJ,,01517030000,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22780,,https://dhzjvxyl79yzn.cloudfront.net/0/22780_th.jpg,53.3967429,-2.9834092,Theatre
,SECRET CAR PARK PARTY,,,"EPHESUS RESTAURANT, 57 BLUNDELL ST, L1 0AJ",,L10AJ,,01517093060,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23702,,https://dhzjvxyl79yzn.cloudfront.net/2/23702_th.jpg,53.3967429,-2.9834092,Outdoors
,The Lantern Theatre Liverpool,,,57 Blundell Street,,L10AJ,,01517030000,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27462,,,53.3967429,-2.9834092,Theatre
,Soliaris Am And 279ja Ir Grup And 279 Tautinis Brandas,,,63-65 Blundell Street,,L10AJ,,07597456656,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33898,,,53.3967429,-2.9834092,Nightclub
,The Supper Club,,,63 Blundell Street,,L10AJ,,01517095779,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55716,,https://dhzjvxyl79yzn.cloudfront.net/6/55716_1_the-supper-club_th.jpg,53.3967429,-2.9834092,bar
,Blundell Street Music Lounge,,,63 Blundell Street,,L10AJ,,07971239421,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77202,,https://dhzjvxyl79yzn.cloudfront.net/2/77202_1_blundell-street-music-lounge_th.jpg,53.3967429,-2.9834092,bar
,Peace Movement Secret Warehouse,,,57 Blundell Street,,L10AJ,,07905339395,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78401,,,53.3967429,-2.9834092,Nightclub
,The Theatre 57,,,57 Blundell street,,L10AJ,,07342883960,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79406,,,53.3967429,-2.9834092,Nightclub
,The Meat Locker,,,57 Blundell street,,L10AJ,,07342883960,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79407,,,53.3967429,-2.9834092,Nightclub
,Supper Club,,,63 Blundell Street,,L10AJ,,01517095779,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80553,,,53.3967429,-2.9834092,live
,Balle Balle Bistro,,," 57, Blundell Street",,L10AJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58104,,,53.396944,-2.983484,Restaurant
,"Love Lane Brewery 62 Bridgewater St, Liverpool L1 0AY",,,62-64 Bridgewater Street,,L10AY,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116015,,,53.3967068,-2.9828402,bar
,The Terrace 57,,,57 Blundell Street,,L10AJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79404,,,53.396992,-2.983324,Outdoors
,Black Lodge Brewery,,, 3 Kings Dock Street ,,L18JS,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82746,,https://dhzjvxyl79yzn.cloudfront.net/6/82746_1_black-lodge-brewery_th.jpg,53.397839,-2.983555,bar
,Kings Dock Courtyard,,, 3 Kings Dock Street ,,L18JU,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110141,,,53.3981284,-2.9842529,bar
,Mill Yard ,,,5 Kings Dock Street,,L18JS,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111240,,,53.39794,-2.983369,Outdoors
,Unit 51 ,,,Jamiaca Street,,L10AF,,01517085265,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57260,,,53.3983683,-2.9825142,bar
,A Secret Location,,,l1 xxx,,L10AF,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81346,,,53.3983683,-2.9825142,live
